Timestamp (Second),sinA,sinB,sinC
0.003,0.20170657,0.2027511,0.20304415
0.003,0.20268592,0.20374593,0.20404333
0.003,0.20366506,0.2047407,0.20504248
0.003,0.20464401,0.20573542,0.20604163
0.003,0.20562273,0.20673008,0.20704079
0.003,0.20660126,0.2077247,0.20803992
0.003,0.20757958,0.20871927,0.20903906
0.003,0.2085577,0.20971379,0.21003817
0.004,0.20953561,0.21070825,0.2110373
0.004,0.21051331,0.21170266,0.2120364
0.004,0.2114908,0.21269701,0.2130355
0.004,0.21246806,0.21369131,0.21403457
0.004,0.21344513,0.21468556,0.21503365
0.004,0.21442197,0.21567976,0.21603273
0.004,0.21539861,0.2166739,0.21703179
0.004,0.21637502,0.21766798,0.21803084
0.004,0.21735123,0.21866202,0.21902989
0.004,0.21832721,0.21965599,0.22002892
0.004,0.21930298,0.22064991,0.22102796
0.004,0.22027853,0.22164379,0.22202697
0.004,0.22125386,0.2226376,0.22302598
0.004,0.22222896,0.22363135,0.22402498
0.004,0.22320384,0.22462505,0.22502397
0.004,0.2241785,0.2256187,0.22602294
0.004,0.22515294,0.22661228,0.22702192
0.004,0.22612715,0.22760582,0.22802089
0.004,0.22710113,0.2285993,0.22901985
0.004,0.2280749,0.22959271,0.2300188
0.004,0.22904842,0.23058608,0.23101772
0.004,0.23002172,0.23157938,0.23201665
0.004,0.23099479,0.23257263,0.23301557
0.004,0.23196763,0.2335658,0.23401448
0.004,0.23294024,0.23455894,0.23501338
0.004,0.23391262,0.23555201,0.23601227
0.004,0.23488475,0.23654501,0.23701115
0.004,0.23585665,0.23753797,0.23801002
0.004,0.23682833,0.23853086,0.23900889
0.004,0.23779976,0.2395237,0.24000773
0.004,0.23877095,0.24051647,0.24100658
0.004,0.2397419,0.24150918,0.24200541
0.004,0.24071263,0.24250183,0.24300423
0.004,0.2416831,0.24349442,0.24400304
0.004,0.24265334,0.24448696,0.24500185
0.004,0.24362333,0.24547942,0.24600065
0.004,0.24459308,0.24647184,0.24699943
0.004,0.24556258,0.24746418,0.24799821
0.004,0.24653184,0.24845646,0.24899697
0.004,0.24750085,0.24944869,0.24999572
0.004,0.2484696,0.25044084,0.25099447
0.004,0.24943812,0.25143296,0.2519932
0.004,0.25040638,0.252425,0.2529919
0.004,0.25137442,0.25341696,0.25399065
0.004,0.25234216,0.25440887,0.25498936
0.004,0.2533097,0.25540072,0.25598803
0.004,0.25427693,0.25639248,0.2569867
0.004,0.25524396,0.2573842,0.25798538
0.004,0.25621068,0.25837585,0.25898406
0.004,0.2571772,0.25936744,0.2599827
0.004,0.25814342,0.26035896,0.26098135
0.004,0.2591094,0.26135042,0.26197997
0.004,0.26007512,0.26234183,0.2629786
0.004,0.26104057,0.26333314,0.2639772
0.004,0.26200578,0.2643244,0.26497582
0.004,0.26297072,0.2653156,0.2659744
0.004,0.2639354,0.26630673,0.266973
0.004,0.2648998,0.26729777,0.26797155
0.004,0.26586393,0.2682888,0.2689701
0.004,0.26682782,0.26927972,0.26996866
0.004,0.26779142,0.2702706,0.2709672
0.004,0.26875478,0.27126136,0.2719657
0.004,0.26971784,0.27225208,0.27296424
0.004,0.27068064,0.27324274,0.27396274
0.004,0.2716432,0.27423334,0.27496123
0.004,0.27260545,0.27522385,0.2759597
0.004,0.27356744,0.2762143,0.27695817
0.004,0.27452916,0.2772047,0.27795663
0.004,0.27549058,0.278195,0.27895507
0.004,0.27645177,0.27918527,0.2799535
0.004,0.27741265,0.28017542,0.28095195
0.004,0.27837324,0.28116554,0.28195035
0.004,0.2793336,0.28215557,0.28294876
0.004,0.28029364,0.28314552,0.28394714
0.004,0.28125343,0.28413543,0.28494555
0.004,0.2822129,0.28512523,0.2859439
0.004,0.28317213,0.286115,0.28694227
0.004,0.28413105,0.28710467,0.28794062
0.004,0.2850897,0.28809428,0.28893894
0.004,0.28604805,0.2890838,0.28993726
0.004,0.2870061,0.29007328,0.29093558
0.004,0.2879639,0.29106265,0.29193386
0.004,0.28892142,0.29205197,0.29293215
0.004,0.2898786,0.29304123,0.29393044
0.004,0.29083553,0.2940304,0.2949287
0.004,0.29179215,0.29501948,0.29592696
0.004,0.29274848,0.29600853,0.2969252
0.004,0.29370454,0.29699746,0.29792342
0.004,0.29466027,0.29798633,0.29892164
0.004,0.29561573,0.29897514,0.29991984
0.004,0.2965709,0.29996386,0.30091804
0.004,0.29752576,0.30095252,0.30191624
0.004,0.29848033,0.3019411,0.3029144
0.004,0.2994346,0.3029296,0.30391255
0.004,0.30038854,0.30391803,0.3049107
0.004,0.30134222,0.30490637,0.30590883
0.004,0.3022956,0.30589464,0.30690694
0.004,0.30324864,0.30688283,0.30790505
0.004,0.30420142,0.30787095,0.30890316
0.004,0.30515388,0.308859,0.30990124
0.004,0.30610603,0.30984697,0.31089932
0.004,0.30705786,0.31083485,0.31189737
0.004,0.3080094,0.31182265,0.31289542
0.004,0.30896062,0.3128104,0.31389344
0.004,0.30991155,0.31379804,0.31489146
0.004,0.31086215,0.31478563,0.31588948
0.004,0.31181246,0.31577313,0.31688747
0.004,0.31276244,0.31676054,0.31788546
0.004,0.31371212,0.3177479,0.31888342
0.004,0.31466147,0.31873512,0.31988138
0.004,0.31561053,0.31972232,0.32087934
0.004,0.31655926,0.3207094,0.32187727
0.004,0.31750768,0.32169643,0.32287517
0.004,0.3184558,0.32268336,0.3238731
0.004,0.31940356,0.32367024,0.32487097
0.005,0.320351,0.32465702,0.32586887
0.005,0.32129815,0.32564372,0.32686672
0.005,0.32224497,0.32663032,0.3278646
0.005,0.32319146,0.32761684,0.32886243
0.005,0.32413763,0.3286033,0.32986024
0.005,0.32508346,0.32958966,0.33085808
0.005,0.326029,0.33057597,0.33185586
0.005,0.32697418,0.33156216,0.33285365
0.005,0.32791907,0.3325483,0.33385143
0.005,0.32886362,0.33353433,0.3348492
0.005,0.32980782,0.33452028,0.33584693
0.005,0.33075172,0.33550614,0.33684468
0.005,0.33169526,0.33649194,0.3378424
0.005,0.33263847,0.33747762,0.3388401
0.005,0.33358136,0.33846325,0.3398378
0.005,0.33452392,0.33944878,0.34083548
0.005,0.33546615,0.34043425,0.34183314
0.005,0.33640802,0.3414196,0.3428308
0.005,0.33734956,0.34240487,0.34382844
0.005,0.33829078,0.34339008,0.34482607
0.005,0.33923167,0.3443752,0.34582368
0.005,0.3401722,0.3453602,0.34682128
0.005,0.34111238,0.34634513,0.34781885
0.005,0.34205222,0.34732997,0.34881642
0.005,0.34299174,0.34831476,0.349814
0.005,0.3439309,0.34929943,0.35081154
0.005,0.34486973,0.350284,0.35180905
0.005,0.3458082,0.3512685,0.35280657
0.005,0.34674636,0.35225293,0.35380408
0.005,0.34768412,0.35323724,0.35480157
0.005,0.34862158,0.3542215,0.35579905
0.005,0.34955865,0.35520563,0.3567965
0.005,0.3504954,0.35618967,0.35779393
0.005,0.3514318,0.35717365,0.35879138
0.005,0.35236782,0.35815755,0.35978878
0.005,0.3533035,0.35914132,0.36078617
0.005,0.35423884,0.36012504,0.36178356
0.005,0.35517383,0.36110863,0.36278093
0.005,0.35610843,0.36209214,0.3637783
0.005,0.3570427,0.36307558,0.36477563
0.005,0.35797662,0.3640589,0.36577296
0.005,0.35891017,0.36504218,0.36677027
0.005,0.35984334,0.36602533,0.36776757
0.005,0.3607762,0.3670084,0.36876488
0.005,0.36170867,0.36799136,0.36976212
0.005,0.36264077,0.36897424,0.3707594
0.005,0.3635725,0.36995703,0.3717566
0.005,0.3645039,0.37093973,0.37275386
0.005,0.3654349,0.37192234,0.37375107
0.005,0.36636558,0.37290484,0.37474826
0.005,0.36729586,0.37388727,0.37574545
0.005,0.36822578,0.37486959,0.3767426
0.005,0.36915535,0.3758518,0.37773976
0.005,0.37008452,0.37683395,0.37873688
0.005,0.37101334,0.377816,0.379734
0.005,0.37194178,0.37879795,0.3807311
0.005,0.37286985,0.3797798,0.3817282
0.005,0.37379754,0.38076153,0.38272527
0.005,0.37472486,0.38174322,0.38372234
0.005,0.3756518,0.3827248,0.38471937
0.005,0.3765784,0.38370624,0.3857164
0.005,0.3775046,0.38468763,0.38671342
0.005,0.3784304,0.3856689,0.38771042
0.005,0.37935585,0.3866501,0.3887074
0.005,0.3802809,0.38763118,0.38970435
0.005,0.3812056,0.38861215,0.3907013
0.005,0.38212988,0.38959306,0.39169824
0.005,0.3830538,0.39057386,0.39269516
0.005,0.38397732,0.39155453,0.39369208
0.005,0.38490048,0.39253515,0.39468896
0.005,0.38582325,0.39351565,0.39568582
0.005,0.38674563,0.39449605,0.39668268
0.005,0.38766763,0.39547634,0.3976795
0.005,0.38858923,0.39645657,0.39867634
0.005,0.38951045,0.39743668,0.39967316
0.005,0.39043128,0.39841667,0.40066993
0.005,0.3913517,0.39939657,0.40166673
0.005,0.39227176,0.40037638,0.40266347
0.005,0.3931914,0.4013561,0.4036602
0.005,0.39411068,0.4023357,0.40465695
0.005,0.39502954,0.40331522,0.40565366
0.005,0.395948,0.4042946,0.40665036
0.005,0.39686608,0.4052739,0.40764704
0.005,0.39778376,0.40625313,0.4086437
0.005,0.39870104,0.40723222,0.40964034
0.005,0.3996179,0.40821123,0.41063696
0.005,0.4005344,0.40919012,0.41163358
0.005,0.40145048,0.41016892,0.4126302
0.005,0.40236616,0.41114762,0.41362676
0.005,0.40328145,0.4121262,0.41462332
0.005,0.40419632,0.41310468,0.41561988
0.005,0.40511078,0.41408306,0.4166164
0.005,0.40602484,0.41506135,0.4176129
0.005,0.4069385,0.41603953,0.4186094
0.005,0.40785176,0.4170176,0.4196059
0.005,0.4087646,0.41799557,0.42060235
0.005,0.40967703,0.41897345,0.42159882
0.005,0.41058907,0.4199512,0.42259523
0.005,0.4115007,0.42092884,0.42359164
0.005,0.4124119,0.42190638,0.42458805
0.006,0.4133227,0.42288384,0.42558444
0.006,0.41423306,0.42386118,0.4265808
0.006,0.415143,0.42483842,0.42757714
0.006,0.41605255,0.42581552,0.42857346
0.006,0.4169617,0.42679256,0.42956978
0.006,0.4178704,0.42776945,0.43056607
0.006,0.41877872,0.42874628,0.43156236
0.006,0.4196866,0.42972296,0.4325586
0.006,0.42059404,0.43069956,0.43355486
0.006,0.4215011,0.43167603,0.4345511
0.006,0.42240772,0.4326524,0.4355473
0.006,0.4233139,0.43362868,0.43654346
0.006,0.42421967,0.43460485,0.43753964
0.006,0.425125,0.43558088,0.4385358
0.006,0.42602995,0.43655685,0.43953195
0.006,0.42693442,0.43753266,0.44052806
0.006,0.4278385,0.4385084,0.44152415
0.006,0.42874214,0.439484,0.44252026
0.006,0.42964536,0.44045952,0.4435163
0.006,0.43054813,0.4414349,0.44451237
0.006,0.4314505,0.44241017,0.4455084
0.006,0.43235242,0.44338536,0.4465044
0.006,0.4332539,0.4443604,0.4475004
0.006,0.43415496,0.44533536,0.44849637
0.006,0.43505558,0.4463102,0.44949234
0.006,0.43595576,0.44728494,0.45048827
0.006,0.43685552,0.44825953,0.4514842
0.006,0.43775484,0.44923404,0.4524801
0.006,0.4386537,0.45020843,0.453476
0.006,0.43955213,0.45118272,0.45447186
0.006,0.44045013,0.45215687,0.45546773
0.006,0.4413477,0.45313093,0.45646355
0.006,0.4422448,0.45410487,0.45745936
0.006,0.4431415,0.4550787,0.45845518
0.006,0.4440377,0.45605242,0.45945093
0.006,0.4449335,0.457026,0.46044672
0.006,0.44582883,0.4579995,0.46144244
0.006,0.44672373,0.45897287,0.46243817
0.006,0.4476182,0.45994613,0.46343386
0.006,0.44851217,0.46091926,0.46442956
0.006,0.44940573,0.46189228,0.46542522
0.006,0.45029885,0.4628652,0.4664209
0.006,0.45119148,0.46383798,0.4674165
0.006,0.45208368,0.46481067,0.46841213
0.006,0.45297545,0.4657832,0.4694077
0.006,0.45386675,0.46675566,0.47040328
0.006,0.45475757,0.467728,0.47139883
0.006,0.45564798,0.4687002,0.47239438
0.006,0.4565379,0.4696723,0.4733899
0.006,0.45742738,0.47064427,0.47438538
0.006,0.4583164,0.47161612,0.47538087
0.006,0.45920494,0.47258788,0.47637632
0.006,0.46009305,0.4735595,0.47737178
0.006,0.46098068,0.474531,0.4783672
0.006,0.46186787,0.47550237,0.4793626
0.006,0.46275458,0.47647366,0.48035797
0.006,0.46364084,0.4774448,0.48135334
0.006,0.46452662,0.47841582,0.48234868
0.006,0.46541196,0.47938675,0.48334402
0.006,0.46629682,0.48035753,0.48433933
0.006,0.4671812,0.4813282,0.4853346
0.006,0.46806514,0.48229873,0.48632988
0.006,0.4689486,0.48326918,0.48732513
0.006,0.4698316,0.4842395,0.48832035
0.006,0.47071412,0.48520967,0.48931557
0.006,0.47159618,0.48617974,0.49031076
0.006,0.47247773,0.48714966,0.49130592
0.006,0.47335884,0.48811948,0.49230108
0.006,0.4742395,0.4890892,0.4932962
0.006,0.47511965,0.49005878,0.49429134
0.006,0.47599933,0.49102822,0.4952864
0.006,0.47687852,0.49199754,0.49628147
0.006,0.47775728,0.49296677,0.49727654
0.006,0.47863552,0.49393585,0.49827158
0.006,0.4795133,0.49490482,0.4992666
0.006,0.48039058,0.49587366,0.5002616
0.006,0.4812674,0.49684235,0.5012565
0.006,0.48214373,0.49781096,0.5022515
0.006,0.4830196,0.49877942,0.5032464
0.006,0.48389494,0.49974775,0.50424135
0.006,0.48476985,0.500716,0.5052362
0.006,0.48564425,0.50168407,0.5062311
0.006,0.48651814,0.50265205,0.50722593
0.006,0.4873916,0.50361985,0.5082208
0.006,0.48826453,0.5045876,0.5092156
0.006,0.48913696,0.50555515,0.5102104
0.006,0.49000892,0.50652266,0.51120514
0.006,0.4908804,0.50749,0.51219994
0.006,0.49175137,0.5084572,0.5131946
0.006,0.49262187,0.50942427,0.51418936
0.006,0.49349186,0.51039124,0.51518404
0.006,0.49436137,0.511358,0.5161787
0.006,0.49523038,0.51232475,0.51717335
0.006,0.4960989,0.5132913,0.518168
0.006,0.49696693,0.5142577,0.5191626
0.006,0.49783444,0.51522404,0.52015716
0.006,0.49870145,0.51619023,0.5211517
0.006,0.499568,0.5171563,0.5221463
0.006,0.500434,0.5181222,0.5231408
0.006,0.50129956,0.51908803,0.5241353
0.006,0.50216454,0.5200537,0.5251298
0.006,0.5030291,0.5210192,0.52612424
0.006,0.5038931,0.52198464,0.5271187
0.006,0.5047566,0.5229499,0.52811307
0.006,0.50561965,0.52391505,0.5291075
0.006,0.5064821,0.52488005,0.53010184
0.006,0.5073441,0.52584493,0.5310962
0.006,0.5082056,0.5268097,0.53209054
0.006,0.5090666,0.52777433,0.53308487
0.006,0.50992703,0.5287388,0.53407913
0.006,0.510787,0.52970314,0.5350734
0.006,0.51164645,0.53066736,0.53606766
0.006,0.5125054,0.53163147,0.53706187
0.006,0.51336384,0.5325954,0.5380561
0.006,0.5142218,0.53355926,0.5390503
0.006,0.51507914,0.53452295,0.5400444
0.006,0.515936,0.5354865,0.5410386
0.006,0.5167924,0.5364499,0.54203266
0.006,0.5176483,0.53741324,0.5430268
0.006,0.5185036,0.5383764,0.54402083
0.006,0.5193584,0.53933936,0.5450149
0.007,0.5202127,0.5403023,0.54600894
0.007,0.5210665,0.541265,0.547003
0.007,0.5219197,0.5422276,0.54799694
0.007,0.5227725,0.5431901,0.5489909
0.007,0.5236247,0.54415244,0.5499849
0.007,0.52447635,0.5451147,0.5509788
0.007,0.52532756,0.5460767,0.5519727
0.007,0.5261782,0.5470387,0.55296654
0.007,0.52702826,0.54800045,0.5539604
0.007,0.52787787,0.5489621,0.55495423
0.007,0.52872694,0.54992366,0.555948
0.007,0.52957547,0.550885,0.5569418
0.007,0.53042346,0.55184627,0.5579356
0.007,0.5312709,0.5528074,0.5589293
0.007,0.53211784,0.5537684,0.55992305
0.007,0.5329643,0.5547292,0.5609168
0.007,0.53381014,0.55568993,0.56191045
0.007,0.53465545,0.55665046,0.56290406
0.007,0.5355003,0.55761087,0.5638977
0.007,0.5363445,0.55857116,0.56489134
0.007,0.5371883,0.5595313,0.5658849
0.007,0.53803146,0.56049126,0.5668785
0.007,0.5388741,0.56145114,0.567872
0.007,0.53971624,0.5624109,0.56886554
0.007,0.5405578,0.56337047,0.569859
0.007,0.5413988,0.56432986,0.5708525
0.007,0.54223937,0.5652892,0.57184595
0.007,0.5430793,0.56624836,0.5728394
0.007,0.5439187,0.56720734,0.5738328
0.007,0.54475754,0.5681662,0.5748262
0.007,0.5455959,0.56912494,0.5758195
0.007,0.5464337,0.57008356,0.57681286
0.007,0.5472709,0.571042,0.5778062
0.007,0.54810756,0.57200027,0.5787994
0.007,0.5489437,0.5729584,0.57979274
0.007,0.5497793,0.57391644,0.580786
0.007,0.55061436,0.57487434,0.5817792
0.007,0.5514488,0.57583207,0.5827724
0.007,0.55228275,0.5767896,0.58376557
0.007,0.55311614,0.57774705,0.5847587
0.007,0.55394894,0.57870436,0.58575183
0.007,0.55478126,0.5796615,0.5867449
0.007,0.5556129,0.5806185,0.58773804
0.007,0.5564441,0.5815754,0.58873105
0.007,0.5572747,0.5825321,0.5897241
0.007,0.55810475,0.58348864,0.5907171
0.007,0.5589343,0.58444506,0.5917101
0.007,0.5597632,0.58540136,0.59270304
0.007,0.5605916,0.5863575,0.593696
0.007,0.56141937,0.5873135,0.5946889
0.007,0.5622466,0.5882693,0.5956818
0.007,0.56307334,0.589225,0.5966747
0.007,0.56389946,0.5901806,0.5976675
0.007,0.564725,0.5911359,0.5986603
0.007,0.56555,0.5920912,0.5996531
0.007,0.5663744,0.5930463,0.6006459
0.007,0.5671983,0.59400123,0.6016386
0.007,0.5680216,0.59495604,0.60263133
0.007,0.5688443,0.5959107,0.60362405
0.007,0.5696665,0.59686524,0.6046167
0.007,0.5704881,0.59781957,0.60560936
0.007,0.5713091,0.5987738,0.606602
0.007,0.57212955,0.5997278,0.6075946
0.007,0.5729494,0.6006817,0.6085872
0.007,0.57376873,0.6016355,0.60957974
0.007,0.57458746,0.6025891,0.6105723
0.007,0.5754056,0.60354257,0.61156476
0.007,0.5762232,0.6044959,0.61255723
0.007,0.5770402,0.605449,0.6135497
0.007,0.5778566,0.60640204,0.6145421
0.007,0.57867247,0.6073549,0.61553454
0.007,0.57948774,0.60830754,0.6165269
0.007,0.5803024,0.6092601,0.61751926
0.007,0.58111656,0.6102125,0.6185116
0.007,0.5819301,0.61116475,0.6195039
0.007,0.58274305,0.6121168,0.6204962
0.007,0.5835554,0.61306876,0.62148845
0.007,0.58436716,0.6140205,0.6224807
0.007,0.5851784,0.6149722,0.62347287
0.007,0.585989,0.61592364,0.62446505
0.007,0.586799,0.616875,0.6254572
0.007,0.58760846,0.61782616,0.62644935
0.007,0.5884173,0.61877716,0.62744147
0.007,0.58922553,0.619728,0.6284335
0.007,0.59003323,0.6206787,0.6294256
0.007,0.59084034,0.6216293,0.63041764
0.007,0.5916468,0.6225797,0.63140965
0.007,0.5924527,0.6235299,0.63240165
0.007,0.593258,0.62448,0.6333936
